"customer_id","age_at_campaign","education","marital_status","income","dependents","customer_since","recency_days","wine_spend","fruit_spend","meat_spend","fish_spend","sweets_spend","gold_spend","total_spend","deals_purchases","web_purchases","catalog_purchases","store_purchases","total_purchases","web_visits_month","accepted_campaigns_total","previous_campaign_accepted","preferred_category","preferred_channel","historical_response","intent_segment","marketing_segment","baseline_lead_score","purchase_likelihood","suggested_action"
"8461","52","Graduation","Divorced","46102","3","2014-03-10","3","14","0","1","0","0","1","16","1","1","0","2","4","7","0","No","Wine","Store","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"6945","62","Graduation","Single","84574","0","2013-06-04","72","387","20","713","38","54","163","1375","1","9","11","11","32","5","0","No","Meat","Catalog","0","Medium Intent","High Value Customer","63","Medium","Nurture email with category-specific content and social proof"
"944","52","Graduation","Married","56181","1","2013-01-08","6","121","103","69","8","44","48","393","1","4","2","7","14","4","0","No","Wine","Store","0","Medium Intent","Standard Nurture","49","Medium","Nurture email with category-specific content and social proof"
"1907","64","Master","Divorced","63120","1","2012-09-28","53","965","69","279","54","41","69","1477","5","8","4","9","26","7","0","No","Wine","Store","1","Medium Intent","High Value Customer","62","Medium","Nurture email with category-specific content and social proof"
"701","43","Graduation","Married","73691","1","2013-11-06","58","707","21","250","85","43","73","1179","2","6","2","8","18","2","1","Yes","Wine","Store","0","Medium Intent","High Value Customer","62","Medium","Nurture email with category-specific content and social proof"
"3856","54","Graduation","Together","63381","1","2012-10-05","78","571","50","142","33","50","159","1005","4","4","5","13","26","2","0","No","Wine","Store","0","Medium Intent","Standard Nurture","50","Medium","Nurture email with category-specific content and social proof"
"4149","66","PhD","Together","76140","0","2014-05-13","57","586","66","653","17","0","26","1348","1","5","9","6","21","2","0","No","Meat","Catalog","0","Medium Intent","High Value Customer","63","Medium","Nurture email with category-specific content and social proof"
"2131","55","PhD","Divorced","62859","1","2012-12-30","37","1063","89","102","16","12","25","1307","4","9","4","6","23","6","0","No","Wine","Web","0","Medium Intent","High Value Customer","64","Medium","Nurture email with category-specific content and social proof"
"2942","50","Graduation","Single","45906","1","2013-05-07","20","305","3","27","4","3","144","486","2","5","4","4","15","5","1","Yes","Wine","Web","0","Medium Intent","Digitally Engaged","49","Medium","Nurture email with category-specific content and social proof"
"1173","67","Master","Together","77632","0","2013-03-10","73","1200","105","758","0","42","147","2252","1","4","2","6","13","2","2","Yes","Wine","Store","1","High Intent","High Value Customer","72","High","Sales outreach with a premium personalized offer"
"4381","43","PhD","Married","46463","2","2013-08-18","56","163","2","40","8","11","11","235","7","3","1","6","17","6","0","No","Wine","Store","0","Low Intent","Discount Sensitive","38","Low","Low-frequency awareness campaign with educational content"
"4611","44","Graduation","Together","105471","0","2013-01-21","36","1009","181","104","202","21","207","1724","0","9","8","13","30","3","2","Yes","Wine","Store","1","High Intent","High Value Customer","87","High","Sales outreach with a premium personalized offer"
"3376","44","Master","Divorced","55282","1","2013-12-13","9","125","6","73","8","4","19","235","1","3","1","6","11","4","0","No","Wine","Store","0","Low Intent","Standard Nurture","44","Low","Low-frequency awareness campaign with educational content"
"4679","37","Master","Married","78710","1","2014-05-23","42","721","0","152","119","50","50","1092","3","7","6","12","28","4","0","No","Wine","Store","0","Medium Intent","High Value Customer","63","Medium","Nurture email with category-specific content and social proof"
"10928","56","Graduation","Together","66886","1","2013-09-16","28","315","4","62","41","31","146","599","2","7","1","7","17","5","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","53","Medium","Nurture email with category-specific content and social proof"
"4248","54","Master","Single","98777","0","2014-02-17","23","1000","19","711","125","115","38","2008","0","4","6","9","19","1","1","Yes","Wine","Store","0","High Intent","High Value Customer","88","High","Sales outreach with a premium personalized offer"
"6728","29","Graduation","Together","29103","1","2012-08-27","38","16","0","17","6","3","6","48","2","1","0","3","6","9","0","No","Meat","Store","0","Low Intent","Standard Nurture","24","Low","Low-frequency awareness campaign with educational content"
"6661","40","Graduation","Married","67445","1","2012-08-12","63","757","80","217","29","80","11","1174","5","9","6","12","32","6","0","No","Wine","Store","0","Medium Intent","Digitally Engaged","57","Medium","Nurture email with category-specific content and social proof"
"4725","64","PhD","Together","50616","1","2014-04-13","71","30","2","25","0","1","9","67","1","1","1","4","7","2","0","No","Wine","Store","0","Low Intent","Standard Nurture","25","Low","Low-frequency awareness campaign with educational content"
"3277","59","Graduation","Divorced","49431","1","2012-08-03","9","219","3","100","26","0","17","365","2","7","1","5","15","8","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","46","Medium","Nurture email with category-specific content and social proof"
"5555","39","Graduation","Divorced","153924","0","2014-02-07","81","1","1","1","1","1","1","6","0","0","0","0","0","0","0","No","Fish","Catalog","0","Low Intent","Dormant Customer","29","Low","Low-frequency awareness campaign with educational content"
"2564","61","Graduation","Together","61278","1","2014-01-04","87","111","3","28","2","6","15","165","2","3","1","4","10","6","0","No","Wine","Store","0","Low Intent","Dormant Customer","28","Low","Low-frequency awareness campaign with educational content"
"946","56","Second Cycle","Together","26490","0","2012-09-22","92","45","47","52","21","20","25","210","2","3","1","5","11","6","0","No","Meat","Store","0","Low Intent","Dormant Customer","20","Low","Low-frequency awareness campaign with educational content"
"3867","67","PhD","Together","73059","1","2013-08-31","36","410","112","420","0","82","71","1095","1","9","3","13","26","4","0","No","Meat","Store","0","Medium Intent","High Value Customer","62","Medium","Nurture email with category-specific content and social proof"
"6940","48","PhD","Single","46734","3","2013-10-21","86","100","1","39","6","1","76","223","4","3","2","3","12","6","1","Yes","Wine","Web","0","Low Intent","Discount Sensitive","31","Low","Low-frequency awareness campaign with educational content"
"55","51","Graduation","Together","56253","1","2012-12-07","83","509","0","65","7","11","5","597","4","7","2","9","22","6","0","No","Wine","Store","0","Low Intent","Digitally Engaged","41","Low","Low-frequency awareness campaign with educational content"
"7093","29","Graduation","Married","19986","1","2013-11-14","74","3","6","5","0","2","6","22","1","0","0","3","4","7","0","No","Fruit","Store","0","Low Intent","Standard Nurture","13","Low","Low-frequency awareness campaign with educational content"
"5084","39","Graduation","Widow","58330","1","2013-12-25","87","445","53","213","104","98","151","1064","1","6","4","13","24","4","0","No","Wine","Store","0","Medium Intent","Dormant Customer","49","Medium","Nurture email with category-specific content and social proof"
"1777","34","Basic","Married","25965","0","2012-09-07","29","2","2","11","41","7","11","74","1","2","0","3","6","8","0","No","Fish","Store","0","Low Intent","Standard Nurture","25","Low","Low-frequency awareness campaign with educational content"
"8162","58","Master","Together","14661","0","2013-01-01","88","4","1","11","6","2","2","26","1","1","0","3","5","6","0","No","Meat","Store","0","Low Intent","Dormant Customer","10","Low","Low-frequency awareness campaign with educational content"
"10826","55","Graduation","Married","18690","0","2012-12-28","77","6","1","7","23","4","19","60","1","1","1","2","5","8","0","No","Fish","Store","0","Low Intent","Standard Nurture","15","Low","Low-frequency awareness campaign with educational content"
"8754","40","PhD","Together","45068","1","2013-05-16","25","14","0","3","0","0","3","20","1","1","0","2","4","7","0","No","Wine","Store","0","Low Intent","Standard Nurture","29","Low","Low-frequency awareness campaign with educational content"
"1987","27","Basic","Single","21063","1","2013-09-25","34","1","10","11","19","3","15","59","2","2","0","3","7","6","0","No","Fish","Store","0","Low Intent","Standard Nurture","24","Low","Low-frequency awareness campaign with educational content"
"11007","46","PhD","Married","29187","1","2013-05-09","43","26","0","6","0","0","2","34","1","1","0","3","5","8","0","No","Wine","Store","0","Low Intent","Standard Nurture","23","Low","Low-frequency awareness campaign with educational content"
"7426","43","Second Cycle","Married","54690","2","2013-11-07","76","111","16","37","7","9","18","198","3","3","1","5","12","3","0","No","Wine","Store","0","Low Intent","Discount Sensitive","31","Low","Low-frequency awareness campaign with educational content"
"9153","50","PhD","Married","59304","1","2013-07-29","81","418","61","428","80","51","10","1048","3","7","8","10","28","5","0","No","Meat","Store","0","Medium Intent","Digitally Engaged","50","Medium","Nurture email with category-specific content and social proof"
"10379","52","Master","Single","59247","2","2013-11-08","87","327","9","122","19","14","83","574","5","5","2","9","21","6","0","No","Wine","Store","0","Low Intent","Digitally Engaged","42","Low","Low-frequency awareness campaign with educational content"
"9204","44","Graduation","Widow","66731","1","2012-09-12","33","371","159","194","58","106","141","1029","4","4","3","6","17","3","0","No","Wine","Store","0","Medium Intent","Standard Nurture","58","Medium","Nurture email with category-specific content and social proof"
"3197","34","Graduation","Married","77353","1","2013-12-16","38","275","59","107","69","101","59","670","2","6","4","8","20","4","0","No","Wine","Store","0","Medium Intent","Standard Nurture","56","Medium","Nurture email with category-specific content and social proof"
"2920","39","PhD","Single","52614","1","2012-12-01","63","789","0","142","12","9","38","990","2","2","4","8","16","8","0","No","Wine","Store","0","Medium Intent","Standard Nurture","47","Medium","Nurture email with category-specific content and social proof"
"6961","40","Graduation","Married","26751","2","2014-05-22","26","1","1","5","0","3","1","11","1","1","0","2","4","8","0","No","Meat","Store","0","Low Intent","Standard Nurture","25","Low","Low-frequency awareness campaign with educational content"
"4673","51","PhD","Married","81300","1","2012-10-30","17","1004","12","145","32","12","36","1241","3","10","3","5","21","5","1","Yes","Wine","Web","1","High Intent","High Value Customer","75","High","Sales outreach with a premium personalized offer"
"9937","35","Graduation","Single","70337","0","2014-01-02","75","187","81","149","25","43","91","576","1","2","2","12","17","1","0","No","Wine","Store","0","Medium Intent","Standard Nurture","45","Medium","Nurture email with category-specific content and social proof"
"8779","29","Second Cycle","Married","36145","1","2013-06-16","13","56","4","76","17","1","18","172","4","4","1","3","12","9","1","Yes","Meat","Web","1","Low Intent","Discount Sensitive","42","Low","Low-frequency awareness campaign with educational content"
"9596","34","PhD","Single","65295","0","2013-12-23","19","365","32","117","34","110","6","664","1","3","3","13","20","2","0","No","Wine","Store","0","Medium Intent","Standard Nurture","57","Medium","Nurture email with category-specific content and social proof"
"2891","51","Graduation","Divorced","68118","1","2013-10-18","51","595","23","123","10","23","154","928","2","8","9","4","23","6","0","No","Wine","Catalog","0","Medium Intent","Digitally Engaged","56","Medium","Nurture email with category-specific content and social proof"
"4910","47","Graduation","Divorced","68743","0","2012-08-30","81","1132","134","384","175","134","115","2074","1","11","5","13","30","7","0","No","Wine","Store","0","Medium Intent","High Value Customer","66","Medium","Nurture email with category-specific content and social proof"
"75","32","Second Cycle","Together","41039","0","2013-07-25","32","34","11","137","179","61","45","467","1","8","1","5","15","8","0","No","Fish","Web","0","Low Intent","Digitally Engaged","42","Low","Low-frequency awareness campaign with educational content"
"10120","59","Graduation","Together","38946","1","2013-10-24","84","116","6","82","6","6","41","257","2","3","1","6","12","5","0","No","Wine","Store","0","Low Intent","Dormant Customer","26","Low","Low-frequency awareness campaign with educational content"
"6327","47","Graduation","Together","65777","0","2013-12-19","87","565","32","435","28","32","54","1146","1","2","8","6","17","1","0","No","Wine","Catalog","0","Medium Intent","Dormant Customer","49","Medium","Nurture email with category-specific content and social proof"
"10142","38","PhD","Divorced","66476","1","2013-03-07","99","372","18","126","47","48","78","689","2","5","2","11","20","4","0","No","Wine","Store","0","Low Intent","Dormant Customer","42","Low","Low-frequency awareness campaign with educational content"
"9826","42","PhD","Single","86857","0","2012-09-12","96","899","102","838","133","102","40","2114","1","5","6","10","22","2","0","No","Wine","Store","1","Medium Intent","High Value Customer","68","Medium","Nurture email with category-specific content and social proof"
"1501","32","PhD","Married","160803","0","2012-08-04","21","55","16","1622","17","3","4","1717","15","0","28","1","44","0","0","No","Meat","Catalog","0","High Intent","High Value Customer","82","High","Sales outreach with a premium personalized offer"
"10767","25","PhD","Together","77845","0","2014-05-16","40","760","40","480","0","40","26","1346","1","3","5","12","21","1","2","Yes","Wine","Store","0","High Intent","High Value Customer","74","High","Sales outreach with a premium personalized offer"
"7279","45","PhD","Together","69476","0","2013-09-30","3","260","86","559","63","9","67","1044","1","4","6","4","15","2","0","No","Meat","Catalog","0","Medium Intent","High Value Customer","63","Medium","Nurture email with category-specific content and social proof"
"7230","54","PhD","Divorced","50611","1","2012-10-04","98","459","0","24","6","0","4","493","6","4","5","7","22","6","1","Yes","Wine","Store","1","Low Intent","Discount Sensitive","39","Low","Low-frequency awareness campaign with educational content"
"143","44","Graduation","Single","61209","0","2013-08-25","73","466","0","224","119","49","99","957","1","5","3","4","13","2","0","No","Wine","Web","0","Low Intent","Standard Nurture","44","Low","Low-frequency awareness campaign with educational content"
"450","56","Master","Together","42315","1","2013-07-12","90","67","15","80","17","11","80","270","3","1","4","4","12","3","0","No","Gold","Catalog","0","Low Intent","Discount Sensitive","26","Low","Low-frequency awareness campaign with educational content"
"9316","62","Basic","Together","13084","0","2013-11-02","29","2","0","7","3","7","10","29","1","1","0","3","5","6","0","No","Gold","Store","0","Low Intent","Standard Nurture","21","Low","Low-frequency awareness campaign with educational content"
"6379","65","Master","Widow","47570","2","2013-05-29","3","67","1","20","0","2","31","121","3","2","2","2","9","7","0","No","Wine","Catalog","1","Low Intent","Discount Sensitive","40","Low","Low-frequency awareness campaign with educational content"
"9239","53","Master","Married","61923","2","2013-07-26","94","92","4","18","3","3","6","126","1","2","1","4","8","3","0","No","Wine","Store","0","Low Intent","Dormant Customer","24","Low","Low-frequency awareness campaign with educational content"
"8315","19","Graduation","Single","34824","0","2014-03-26","65","4","2","11","2","0","4","23","1","1","0","2","4","6","0","No","Meat","Store","0","Low Intent","Standard Nurture","19","Low","Low-frequency awareness campaign with educational content"
"2868","65","PhD","Single","26518","2","2013-04-08","33","20","1","28","3","3","2","57","3","2","0","3","8","8","0","No","Meat","Store","1","Low Intent","Discount Sensitive","27","Low","Low-frequency awareness campaign with educational content"
"10888","53","Graduation","Single","45938","0","2013-11-03","46","273","11","178","62","83","29","636","2","8","4","6","20","6","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","47","Medium","Nurture email with category-specific content and social proof"
"1277","54","Graduation","Together","78468","0","2014-04-09","29","434","22","388","104","22","34","1004","1","10","7","10","28","4","1","Yes","Wine","Web","0","Medium Intent","High Value Customer","68","Medium","Nurture email with category-specific content and social proof"
"9977","41","Graduation","Divorced","78901","1","2013-09-17","99","321","11","309","33","26","34","734","3","9","3","5","20","4","0","No","Wine","Web","0","Medium Intent","Dormant Customer","46","Medium","Nurture email with category-specific content and social proof"
"10196","36","Graduation","Married","71427","2","2014-03-12","26","212","123","177","15","64","23","614","2","8","2","8","20","4","0","No","Wine","Web","0","Medium Intent","Standard Nurture","57","Medium","Nurture email with category-specific content and social proof"
"6384","36","Graduation","Divorced","71022","1","2014-02-11","30","909","12","278","0","12","242","1453","3","5","2","11","21","8","1","Yes","Wine","Store","0","High Intent","High Value Customer","73","High","Sales outreach with a premium personalized offer"
"8029","26","Master","Single","90247","0","2014-04-29","27","1184","32","352","21","16","16","1621","1","3","4","7","15","1","3","Yes","Wine","Store","1","High Intent","High Value Customer","83","High","Sales outreach with a premium personalized offer"
"968","46","Master","Divorced","41335","1","2013-12-26","24","112","19","21","16","14","5","187","3","4","1","4","12","7","0","No","Wine","Web","0","Low Intent","Discount Sensitive","37","Low","Low-frequency awareness campaign with educational content"
"6988","28","Graduation","Married","71952","1","2013-01-10","93","656","80","455","52","107","93","1443","2","8","4","8","22","4","2","Yes","Wine","Web","0","Medium Intent","High Value Customer","64","Medium","Nurture email with category-specific content and social proof"
"4472","44","PhD","Divorced","35682","1","2014-06-27","34","23","0","8","6","2","18","57","1","1","1","3","6","2","0","No","Wine","Store","0","Low Intent","Standard Nurture","27","Low","Low-frequency awareness campaign with educational content"
"6991","63","Graduation","Divorced","43185","1","2013-04-10","88","537","6","42","16","6","30","637","2","9","3","6","20","8","0","No","Wine","Web","0","Low Intent","Digitally Engaged","38","Low","Low-frequency awareness campaign with educational content"
"3336","66","PhD","Together","66375","1","2013-11-21","96","712","0","45","0","0","191","948","3","2","4","5","14","7","1","Yes","Wine","Store","0","Medium Intent","Dormant Customer","46","Medium","Nurture email with category-specific content and social proof"
"4301","43","Master","Married","35178","1","2013-01-10","10","23","1","13","2","2","18","59","1","1","1","2","5","7","1","Yes","Wine","Store","1","Low Intent","Standard Nurture","36","Low","Low-frequency awareness campaign with educational content"
"1940","28","Graduation","Married","25252","1","2013-07-12","26","1","3","4","2","2","6","18","1","1","0","2","4","8","0","No","Gold","Store","0","Low Intent","Standard Nurture","24","Low","Low-frequency awareness campaign with educational content"
"1272","49","Master","Single","55250","1","2012-10-21","49","664","58","83","32","0","66","903","4","7","5","10","26","5","0","No","Wine","Store","0","Medium Intent","Digitally Engaged","53","Medium","Nurture email with category-specific content and social proof"
"1388","39","Graduation","Single","33249","1","2013-02-20","11","6","10","21","19","14","42","112","2","2","1","3","8","6","0","No","Gold","Store","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"1044","61","Graduation","Together","58398","0","2013-05-14","44","299","5","201","21","21","49","596","3","5","4","8","20","4","0","No","Wine","Store","0","Medium Intent","Standard Nurture","50","Medium","Nurture email with category-specific content and social proof"
"6969","32","Graduation","Together","50272","1","2013-08-07","75","99","13","66","43","8","4","233","3","4","1","5","13","7","0","No","Wine","Store","0","Low Intent","Discount Sensitive","31","Low","Low-frequency awareness campaign with educational content"
"10479","39","PhD","Married","76618","0","2012-12-07","64","749","40","294","121","160","147","1511","1","3","2","5","11","1","0","No","Wine","Store","0","Medium Intent","Standard Nurture","57","Medium","Nurture email with category-specific content and social proof"
"3619","54","Second Cycle","Divorced","87305","0","2012-09-23","19","345","25","501","63","138","80","1152","1","5","3","8","17","2","1","Yes","Meat","Store","1","High Intent","High Value Customer","72","High","Sales outreach with a premium personalized offer"
"1715","36","Graduation","Together","25851","1","2013-02-11","45","9","4","18","7","5","5","48","2","2","0","3","7","7","0","No","Meat","Store","0","Low Intent","Standard Nurture","23","Low","Low-frequency awareness campaign with educational content"
"10159","44","Graduation","Divorced","58710","1","2013-03-31","77","440","81","368","0","122","174","1185","6","11","5","9","31","6","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","53","Medium","Nurture email with category-specific content and social proof"
"1463","56","Graduation","Single","45160","2","2014-03-29","9","8","2","5","3","0","3","21","1","1","0","2","4","7","0","No","Wine","Store","0","Low Intent","Standard Nurture","32","Low","Low-frequency awareness campaign with educational content"
"5114","49","Master","Married","74806","1","2012-12-19","1","670","9","249","0","28","9","965","2","5","4","5","16","4","0","No","Wine","Web","0","Medium Intent","Standard Nurture","65","Medium","Nurture email with category-specific content and social proof"
"4990","60","Graduation","Married","59111","0","2013-05-02","90","524","0","134","28","28","155","869","1","11","1","8","21","7","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","45","Medium","Nurture email with category-specific content and social proof"
"4329","30","PhD","Married","18988","1","2014-05-23","43","6","0","6","2","1","1","16","2","1","0","3","6","7","0","No","Meat","Store","0","Low Intent","Standard Nurture","20","Low","Low-frequency awareness campaign with educational content"
"10936","49","Graduation","Married","72190","0","2013-02-13","79","597","166","597","172","166","249","1947","1","5","6","4","16","3","0","No","Meat","Catalog","0","Medium Intent","High Value Customer","63","Medium","Nurture email with category-specific content and social proof"
"4692","38","Graduation","Married","7500","1","2012-08-01","19","7","0","12","13","7","32","71","5","4","1","2","12","9","1","Yes","Gold","Web","1","Low Intent","Discount Sensitive","32","Low","Low-frequency awareness campaign with educational content"
"7212","48","Graduation","Married","44794","1","2014-06-08","99","54","0","7","0","0","4","65","1","2","0","3","6","6","0","No","Wine","Store","0","Low Intent","Dormant Customer","16","Low","Low-frequency awareness campaign with educational content"
"6086","59","Graduation","Married","80395","0","2013-11-23","62","445","25","706","80","76","48","1380","1","6","5","12","24","2","1","Yes","Meat","Store","0","Medium Intent","High Value Customer","68","Medium","Nurture email with category-specific content and social proof"
"437","38","Master","Divorced","75012","0","2014-01-25","41","294","142","218","164","58","151","1027","1","3","8","11","23","1","0","No","Wine","Store","0","Medium Intent","High Value Customer","61","Medium","Nurture email with category-specific content and social proof"
"11171","49","Master","Married","56962","3","2013-10-11","60","292","3","77","10","3","26","411","7","6","3","5","21","7","0","No","Wine","Web","0","Low Intent","Digitally Engaged","43","Low","Low-frequency awareness campaign with educational content"
"11101","23","Graduation","Together","89891","0","2013-04-15","17","412","22","132","59","28","183","836","1","11","6","8","26","4","1","Yes","Wine","Web","0","High Intent","Standard Nurture","71","High","Sales outreach with a premium personalized offer"
"5329","65","PhD","Divorced","35946","2","2013-09-27","24","8","0","3","0","0","0","11","1","0","0","3","4","5","0","No","Wine","Store","0","Low Intent","Standard Nurture","27","Low","Low-frequency awareness campaign with educational content"
"610","61","PhD","Together","53593","2","2012-08-07","60","349","4","78","6","0","43","480","8","7","2","6","23","8","0","No","Wine","Web","0","Low Intent","Digitally Engaged","43","Low","Low-frequency awareness campaign with educational content"
"9384","36","Graduation","Married","66373","2","2013-06-12","57","328","9","124","12","24","109","606","7","4","2","10","23","3","0","No","Wine","Store","0","Medium Intent","Standard Nurture","50","Medium","Nurture email with category-specific content and social proof"
"5956","66","PhD","Divorced","45072","3","2013-10-16","74","144","2","99","7","2","30","284","5","6","1","4","16","8","0","No","Wine","Web","0","Low Intent","Digitally Engaged","32","Low","Low-frequency awareness campaign with educational content"
"10430","41","Graduation","Divorced","89694","2","2013-10-09","22","1126","28","211","37","28","42","1472","3","4","3","4","14","5","3","Yes","Wine","Web","0","High Intent","High Value Customer","80","High","Sales outreach with a premium personalized offer"
"7875","65","Graduation","Married","72025","0","2014-04-29","46","967","0","617","43","50","0","1677","1","4","8","13","26","2","3","Yes","Wine","Store","1","High Intent","High Value Customer","79","High","Sales outreach with a premium personalized offer"
"7072","41","Graduation","Married","67432","1","2013-03-29","69","432","79","341","177","136","170","1335","2","8","5","4","19","4","0","No","Wine","Web","0","Medium Intent","Standard Nurture","57","Medium","Nurture email with category-specific content and social proof"
"6255","62","Master","Together","70545","1","2014-06-03","29","138","39","63","55","18","21","334","1","4","1","7","13","2","0","No","Wine","Store","0","Medium Intent","Standard Nurture","47","Medium","Nurture email with category-specific content and social proof"
"6516","25","Basic","Married","17487","1","2013-03-18","37","0","0","1","7","4","6","18","1","1","0","2","4","7","0","No","Fish","Store","0","Low Intent","Standard Nurture","20","Low","Low-frequency awareness campaign with educational content"
"5564","45","Graduation","Together","62882","1","2012-08-09","26","509","133","497","78","24","97","1338","2","7","5","6","20","4","0","No","Wine","Web","0","Medium Intent","High Value Customer","66","Medium","Nurture email with category-specific content and social proof"
"5682","61","PhD","Single","64108","1","2013-03-23","8","948","10","86","13","21","21","1099","4","6","9","11","30","5","0","No","Wine","Store","0","Medium Intent","High Value Customer","65","Medium","Nurture email with category-specific content and social proof"
"7458","58","Master","Together","34941","2","2013-03-06","26","39","2","25","4","3","24","97","2","3","0","3","8","8","0","No","Wine","Web","0","Low Intent","Standard Nurture","31","Low","Low-frequency awareness campaign with educational content"
"5237","64","PhD","Single","48767","3","2014-01-01","79","28","1","21","3","0","10","63","3","2","1","3","9","5","0","No","Wine","Store","0","Low Intent","Discount Sensitive","24","Low","Low-frequency awareness campaign with educational content"
"7761","36","Second Cycle","Together","38702","1","2013-08-01","71","13","11","24","13","8","40","109","2","3","0","4","9","6","0","No","Gold","Store","0","Low Intent","Standard Nurture","25","Low","Low-frequency awareness campaign with educational content"
"5278","50","Graduation","Married","82224","0","2014-01-25","83","307","26","360","138","31","40","902","1","6","9","5","21","3","1","Yes","Meat","Catalog","0","Medium Intent","Dormant Customer","57","Medium","Nurture email with category-specific content and social proof"
"3560","62","Graduation","Together","83844","0","2013-05-12","57","901","31","345","75","31","191","1574","1","4","4","11","20","1","1","Yes","Wine","Store","0","High Intent","High Value Customer","73","High","Sales outreach with a premium personalized offer"
"7235","39","Second Cycle","Married","17003","1","2013-12-09","37","2","5","12","4","8","7","38","3","2","0","4","9","5","0","No","Meat","Store","0","Low Intent","Discount Sensitive","25","Low","Low-frequency awareness campaign with educational content"
"10548","19","Graduation","Single","71163","0","2014-03-09","30","283","17","372","138","106","44","960","1","3","8","12","24","1","0","No","Meat","Store","0","Medium Intent","Standard Nurture","61","Medium","Nurture email with category-specific content and social proof"
"2281","44","Graduation","Single","33697","1","2013-09-15","34","4","3","7","0","3","11","28","1","1","0","2","4","7","1","Yes","Gold","Store","0","Low Intent","Standard Nurture","28","Low","Low-frequency awareness campaign with educational content"
"4073","60","Second Cycle","Married","63564","0","2014-01-29","0","769","80","252","15","34","65","1215","1","10","10","7","28","6","1","Yes","Wine","Catalog","1","High Intent","High Value Customer","73","High","Sales outreach with a premium personalized offer"
"6974","42","PhD","Together","83443","0","2013-12-31","89","518","42","742","55","56","84","1497","1","6","10","5","22","2","0","No","Meat","Catalog","0","Medium Intent","High Value Customer","60","Medium","Nurture email with category-specific content and social proof"
"7938","56","PhD","Together","51518","1","2013-10-03","92","350","8","66","17","4","4","449","2","3","2","10","17","3","0","No","Wine","Store","0","Low Intent","Dormant Customer","35","Low","Low-frequency awareness campaign with educational content"
"7094","39","Graduation","Widow","58330","1","2013-12-25","87","445","53","213","104","98","151","1064","1","6","4","13","24","4","0","No","Wine","Store","0","Medium Intent","Dormant Customer","49","Medium","Nurture email with category-specific content and social proof"
"3667","45","Graduation","Married","80952","0","2013-02-28","20","778","178","689","41","27","44","1757","1","8","5","11","25","8","3","Yes","Wine","Store","1","High Intent","High Value Customer","87","High","Sales outreach with a premium personalized offer"
"7723","35","Graduation","Together","75507","0","2014-05-02","56","709","93","374","104","80","80","1440","1","8","6","6","21","3","0","No","Wine","Web","0","Medium Intent","High Value Customer","65","Medium","Nurture email with category-specific content and social proof"
"3870","36","Second Cycle","Together","63855","0","2013-02-09","28","359","35","314","93","116","89","1006","1","7","3","13","24","4","0","No","Wine","Store","0","Medium Intent","High Value Customer","60","Medium","Nurture email with category-specific content and social proof"
"4012","42","PhD","Together","62220","1","2012-08-11","55","799","12","375","16","12","12","1226","5","7","6","5","23","6","0","No","Wine","Web","1","Medium Intent","Digitally Engaged","58","Medium","Nurture email with category-specific content and social proof"
"5909","50","Graduation","Married","58512","1","2013-09-19","25","895","10","101","13","0","152","1171","5","3","4","8","20","8","0","No","Wine","Store","0","Medium Intent","High Value Customer","63","Medium","Nurture email with category-specific content and social proof"
"10470","35","Master","Married","40662","1","2013-03-15","0","40","2","23","0","4","23","92","2","2","1","3","8","4","0","No","Wine","Store","0","Low Intent","Standard Nurture","37","Low","Low-frequency awareness campaign with educational content"
"6488","55","PhD","Married","38829","1","2014-04-06","86","76","0","7","0","0","16","99","1","3","2","2","8","5","0","No","Wine","Web","0","Low Intent","Dormant Customer","20","Low","Low-frequency awareness campaign with educational content"
"10270","33","Second Cycle","Married","35523","1","2013-10-03","8","11","5","22","12","5","11","66","2","3","0","3","8","7","0","No","Meat","Web","0","Low Intent","Standard Nurture","34","Low","Low-frequency awareness campaign with educational content"
"6887","47","Graduation","Single","79146","2","2014-04-24","33","245","16","223","21","43","16","564","2","8","1","8","19","6","0","No","Wine","Web","0","Medium Intent","Digitally Engaged","55","Medium","Nurture email with category-specific content and social proof"
"6406","26","Master","Married","78285","0","2013-10-28","13","647","107","391","175","67","40","1427","1","6","4","10","21","3","0","No","Wine","Store","0","High Intent","High Value Customer","73","High","Sales outreach with a premium personalized offer"
"7573","36","PhD","Single","31626","1","2013-05-10","12","39","1","9","2","1","34","86","1","2","1","2","6","7","1","Yes","Wine","Web","1","Low Intent","Standard Nurture","35","Low","Low-frequency awareness campaign with educational content"
"4508","62","Graduation","Single","75127","0","2014-05-22","92","203","35","305","46","17","227","833","1","2","11","5","19","1","0","No","Meat","Catalog","0","Medium Intent","Dormant Customer","47","Medium","Nurture email with category-specific content and social proof"
"221","59","Graduation","Married","48726","1","2013-04-27","90","138","3","38","4","0","59","242","3","3","2","4","12","6","0","No","Wine","Store","0","Low Intent","Discount Sensitive","27","Low","Low-frequency awareness campaign with educational content"
